score
401.0
375.0
2086.0
2332.0
127.0
1599.0
308.0
2848.0
2047.0
1881.0
253.0
1878.0
205.0
157.0
2660.0
1978.0
124.0
1586.0
1724.0
1590.0
995.0
1649.0
1738.0
186.0
4082.0
3548.0
3125.0
2878.0
4371.0
1938.0
5164.0
3639.0
1543.0
3968.0
2855.0
4269.0
4250.0
3027.0
301.0
3305.0
1252.0
2343.0
542.0
239.0
1941.0
3213.0
504.0
1834.0
4302.0
3883.0
810.0
889.0
507.0
1116.0
3644.0
2285.0
1735.0
3411.0
2514.0
1808.0
4025.0
1142.0
4050.0
1257.0
2112.0
2889.0
1306.0
1636.0
2160.0
1487.0
564.0
432.0
1780.0
2474.0
3331.0
928.0
217.0
723.0
5176.0
567.0
2832.0
3972.0
2123.0
3736.0
3623.0
1800.0
442.0
15.0
170.0
541.0
1442.0
1403.0
1488.0
2783.0
1446.0
1718.0
1933.0
1094.0
2542.0
1081.0
1830.0
1780.0
1345.0
1118.0
2497.0
1332.0
359.0
346.0
1783.0
1637.0
402.0
1274.0
13.0
129.0
2049.0
1604.0
629.0
494.0
190.0
1781.0
2246.0
1009.0
1998.0
1569.0
1188.0
1550.0
239.0
735.0
1908.0
3050.0
4301.0
1463.0
94.0
1839.0
2640.0
2889.0
1848.0
2970.0
2487.0
1515.0
666.0
3640.0
1931.0
2270.0
2064.0
3477.0
2240.0
2262.0
651.0
2504.0
520.0
3512.0
2036.0
3283.0
2475.0
1925.0
1686.0
1684.0
1398.0
2088.0
1726.0
1475.0
2443.0
2265.0
2176.0
1879.0
1681.0
1579.0
1764.0
1702.0
2201.0
2238.0
167.0
1626.0
564.0
1493.0
1492.0
158.0
262.0
2025.0
175.0
1112.0
1792.0
1800.0
283.0
1737.0
3783.0
155.0
900.0
144.0
1689.0
292.0
2101.0
294.0
2192.0
1847.0
1090.0
1892.0
231.0
1060.0
966.0
1129.0
135.0
2634.0
160.0
2080.0
646.0
2155.0
2324.0
787.0
276.0
2618.0
1464.0
2429.0
152.0
194.0
123.0
2461.0
1211.0
647.0
438.0
1571.0
177.0
320.0
611.0
717.0
157.0
2257.0
1851.0
1981.0
901.0
254.0
1055.0
254.0
887.0
185.0
128.0
3572.0
105.0
865.0
1981.0
1421.0
245.0
2039.0
67.0
2242.0
632.0
1906.0
2551.0
685.0
517.0
1614.0
1859.0
2225.0
1669.0
1737.0
2564.0
109.0
232.0
201.0
20.0
112.0
902.0
757.0
9.0
580.0
30.0
129.0
36.0
2019.0
26.0
12.0
51.0
355.0
892.0
16.0
7.0
778.0
1952.0
16.0
12.0
82.0
12.0
815.0
429.0
57.0
286.0
43.0
25.0
505.0
61.0
128.0
23.0
13.0
957.0
-9.0
68.0
1194.0
150.0
31.0
853.0
351.0
40.0
20.0
1590.0
42.0
10.0
246.0
198.0
1152.0
93.0
63.0
137.0
36.0
161.0
2.0
113.0
111.0
662.0
18.0
57.0
23.0
711.0
10.0
446.0
6.0
20.0
255.0
18.0
9.0
34.0
10.0
1085.0
642.0
13.0
12.0
1109.0
1141.0
1702.0
478.0
608.0
44.0
21.0
290.0
-1.0
146.0
13.0
12.0
158.0
17.0
8.0
214.0
24.0
594.0
1546.0
14.0
31.0
650.0
1469.0
496.0
9.0
414.0
292.0
154.0
33.0
15.0
338.0
37.0
1536.0
19.0
11.0
15.0
49.0
31.0
245.0
87.0
117.0
110.0
83.0
555.0
8.0
0.0
9.0
13.0
41.0
19.0
76.0
15.0
26.0
23.0
21.0
46.0
5.0
40.0
300.0
63.0
69.0
829.0
25.0
15.0
60.0
9.0
434.0
45.0
28.0
222.0
327.0
112.0
14.0
568.0
535.0
1155.0
61.0
144.0
15.0
36.0
72.0
1254.0
12.0
1765.0
38.0
976.0
13.0
9.0
11.0
-2.0
260.0
1.0
9.0
9.0
64.0
19.0
325.0
802.0
179.0
45.0
-1.0
48.0
42.0
814.0
779.0
115.0
29.0
33.0
234.0
17.0
155.0
542.0
635.0
9.0
132.0
105.0
63.0
48.0
189.0
228.0
22.0
104.0
391.0
1451.0
17.0
463.0
842.0
61.0
9.0
7.0
164.0
15.0
274.0
605.0
49.0
28.0
1538.0
290.0
436.0
275.0
12.0
1082.0
34.0
11.0
14.0
326.0
86.0
833.0
47.0
400.0
34.0
12.0
326.0
20.0
29.0
4.0
35.0
709.0
11.0
277.0
51.0
7.0
10.0
16.0
587.0
29.0
2967.0
22.0
11.0
36.0
12.0
43.0
582.0
7.0
30.0
159.0
658.0
115.0
1211.0
221.0
10.0
642.0
354.0
225.0
9.0
-1.0
120.0
184.0
78.0
204.0
15.0
9.0
9.0
1646.0
6.0
11.0
66.0
9.0
15.0
75.0
892.0
1441.0
200.0
10.0
1404.0
16.0
968.0
871.0
892.0
64.0
11.0
12.0
1003.0
220.0
99.0
17.0
156.0
403.0
10.0
1475.0
65.0
254.0
1369.0
13.0
2474.0
2.0
-6.0
1643.0
15.0
19.0
700.0
472.0
130.0
673.0
293.0
342.0
12.0
37.0
301.0
12.0
75.0
133.0
35.0
356.0
13.0
27.0
198.0
610.0
9.0
45.0
29.0
28.0
3.0
6.0
113.0
9.0
13.0
181.0
84.0
9.0
286.0
56.0
176.0
537.0
16.0
920.0
99.0
325.0
51.0
901.0
350.0
400.0
235.0
962.0
395.0
23.0
727.0
256.0
48.0
514.0
52.0
42.0
1893.0
7.0
297.0
374.0
11.0
13.0
623.0
10.0
7.0
318.0
14.0
31.0
315.0
-2.0
267.0
38.0
42.0
70.0
193.0
14.0
1536.0
736.0
33.0
559.0
850.0
204.0
10.0
60.0
69.0
122.0
28.0
12.0
71.0
544.0
128.0
199.0
33.0
92.0
180.0
996.0
30.0
29.0
19.0
15.0
281.0
76.0
2176.0
7.0
208.0
85.0
52.0
10.0
75.0
933.0
28.0
138.0
1148.0
687.0
39.0
13.0
10.0
10.0
128.0
2353.0
9.0
1403.0
10.0
64.0
76.0
756.0
11.0
57.0
111.0
120.0
42.0
14.0
9.0
1123.0
44.0
1254.0
424.0
12.0
981.0
1196.0
23.0
24.0
15.0
179.0
8.0
363.0
9.0
14.0
1197.0
15.0
898.0
402.0
1177.0
25.0
45.0
19.0
1357.0
11.0
10.0
